# ----------------------------------------
# jason
# Location
# 20120405-20120405
# ----------------------------------------

City,Visits,Pages/Visit,Avg. Visit Duration, New Visits,Bounce Rate
Syracuse,3,6.67,00:02:03,100.00,33.33,
Washington,1,1.00,00:00:00,100.00,100.00,
Auburn,1,1.00,00:00:00,100.00,100.00,
East Syracuse,1,8.00,00:01:59,0.00,0.00,
New York,1,2.00,00:00:59,100.00,0.00,
Utica,1,1.00,00:00:00,100.00,100.00,
,8,4.12,00:01:08,87.50,50.00

